treeID	avgBetweenness	avgClusteringCoeff	avgInDegree	avgOutDegree	diameter	edgeCount	meanDistance	medianDegree	triad1	triad10	triad11	triad12	triad13	triad14	triad15	triad16	triad2	triad3	triad4	triad5	triad6	triad7	triad8	triad9	vertexCount	label
0	9.166666666666666	0.25925925925925924	1.7777777777777777	1.7777777777777777	0.8	34.0	0.535650152316819	3.0	15.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	39.0	5.0	2.0	3.0	10.0	5.0	1.0	2.0	9.0	0.0
1	7.474999999999999	0.625952380952381	3.7	3.7	0.8	58.0	0.6285514485514485	7.5	4.0	4.0	1.0	3.0	2.0	7.0	7.0	2.0	27.0	9.0	4.0	6.0	12.0	11.0	10.0	11.0	10.0	0.0
2	7.145833333333334	0.6666666666666666	2.625	2.625	0.8333333333333334	34.0	0.615422077922078	5.5	2.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	14.0	4.0	1.0	1.0	10.0	5.0	1.0	11.0	8.0	0.0
3	17.473076923076924	0.703846153846154	3.4615384615384617	3.4615384615384617	0.8999999999999999	78.0	0.541912738568257	7.0	41.0	0.0	2.0	9.0	6.0	4.0	6.0	2.0	105.0	28.0	7.0	7.0	27.0	19.0	11.0	12.0	13.0	0.0
4	13.804166666666667	0.5168650793650794	3.1666666666666665	3.1666666666666665	0.6666666666666666	58.0	0.5292550874913913	6.5	33.0	4.0	4.0	3.0	2.0	6.0	3.0	0.0	66.0	14.0	7.0	18.0	31.0	11.0	10.0	8.0	12.0	0.0
5	10.428571428571429	0.4857142857142857	1.5714285714285714	1.5714285714285714	0.625	25.0	0.4909118659118659	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	1.0	3.0	11.0	0.0	0.0	3.0	7.0	0.0
6	10.94848484848485	0.4160173160173159	3.1818181818181817	3.1818181818181817	0.6923076923076923	58.0	0.5696957454310395	5.0	27.0	0.0	5.0	2.0	3.0	3.0	8.0	0.0	40.0	18.0	4.0	5.0	21.0	17.0	12.0	0.0	11.0	0.0
7	12.975	0.45	2.6	2.6	0.7272727272727273	43.0	0.5271545173093161	5.0	15.0	1.0	3.0	2.0	0.0	2.0	3.0	0.0	41.0	12.0	4.0	6.0	16.0	7.0	5.0	3.0	10.0	0.0
8	11.266666666666666	0.6366666666666666	2.3	2.3	0.75	34.0	0.565	4.0	28.0	0.0	0.0	1.0	0.0	3.0	2.0	2.0	37.0	13.0	3.0	3.0	13.0	11.0	2.0	2.0	10.0	0.0
9	5.783333333333333	0.3433333333333333	2.4	2.4	1.0	43.0	0.6822088532382649	4.0	23.0	0.0	1.0	1.0	0.0	2.0	3.0	2.0	39.0	19.0	3.0	4.0	11.0	11.0	1.0	0.0	10.0	0.0
10	10.909722222222221	0.5732804232804233	3.0	3.0	0.6923076923076923	58.0	0.5522663653855604	6.5	27.0	7.0	0.0	4.0	2.0	7.0	1.0	0.0	84.0	7.0	8.0	17.0	34.0	5.0	3.0	14.0	12.0	0.0
11	4.833333333333333	0.5619047619047619	2.0	2.0	0.75	25.0	0.6781789638932496	4.0	2.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	11.0	2.0	1.0	3.0	6.0	3.0	0.0	2.0	7.0	0.0
12	5.833333333333333	0.2777777777777778	1.8888888888888888	1.8888888888888888	0.8	34.0	0.6497354497354497	4.0	14.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	35.0	5.0	4.0	4.0	11.0	5.0	1.0	2.0	9.0	0.0
13	20.866666666666667	0.507936507936508	2.75	2.75	0.5882352941176471	58.0	0.453492047641664	4.5	39.0	2.0	0.0	7.0	0.0	3.0	2.0	1.0	83.0	11.0	7.0	15.0	31.0	9.0	3.0	7.0	12.0	0.0
14	10.24074074074074	0.7232804232804234	2.5555555555555554	2.5555555555555554	0.7777777777777777	34.0	0.5516781058447725	6.0	9.0	4.0	0.0	4.0	0.0	2.0	1.0	0.0	23.0	4.0	3.0	6.0	13.0	3.0	6.0	6.0	9.0	0.0
15	9.777777777777779	0.47037037037037027	2.111111111111111	2.111111111111111	0.6666666666666666	34.0	0.5360676360676361	4.0	13.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	28.0	3.0	4.0	6.0	14.0	5.0	3.0	3.0	9.0	0.0
16	5.808641975308642	0.43333333333333335	2.4444444444444446	2.4444444444444446	1.0	34.0	0.6750738540212224	5.0	9.0	0.0	1.0	1.0	1.0	3.0	2.0	1.0	28.0	13.0	2.0	2.0	11.0	7.0	1.0	2.0	9.0	0.0
17	8.935	0.7295238095238095	3.1	3.1	0.6666666666666666	58.0	0.5799950101498089	6.5	4.0	7.0	0.0	3.0	0.0	4.0	2.0	0.0	37.0	3.0	3.0	10.0	21.0	5.0	5.0	16.0	10.0	0.0
18	10.88888888888889	0.6370370370370371	2.3333333333333335	2.3333333333333335	0.5833333333333334	34.0	0.510566448801743	6.0	9.0	2.0	0.0	1.0	1.0	2.0	1.0	0.0	29.0	6.0	2.0	4.0	14.0	6.0	3.0	4.0	9.0	0.0
19	10.5	0.6402116402116402	2.5555555555555554	2.5555555555555554	0.7777777777777777	34.0	0.573207502374169	4.0	10.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	25.0	3.0	4.0	5.0	12.0	6.0	5.0	3.0	9.0	0.0
20	8.375	0.49166666666666664	2.5	2.5	0.75	34.0	0.5758012820512821	5.5	6.0	0.0	2.0	2.0	0.0	3.0	0.0	1.0	12.0	5.0	2.0	2.0	7.0	8.0	5.0	1.0	8.0	0.0
21	11.811363636363636	0.5906926406926407	3.3636363636363638	3.3636363636363638	0.75	58.0	0.5633880825057296	6.0	16.0	3.0	3.0	3.0	3.0	9.0	4.0	1.0	46.0	13.0	9.0	7.0	22.0	12.0	6.0	8.0	11.0	0.0
22	13.678333333333333	0.5533333333333333	2.6	2.6	0.5714285714285714	43.0	0.503687896211116	5.5	18.0	0.0	2.0	2.0	2.0	3.0	2.0	0.0	37.0	12.0	3.0	2.0	20.0	10.0	3.0	4.0	10.0	0.0
23	23.819444444444443	0.3773809523809524	2.3333333333333335	2.3333333333333335	0.5	58.0	0.41449256432389864	4.0	54.0	1.0	0.0	3.0	0.0	1.0	3.0	0.0	85.0	9.0	7.0	11.0	31.0	7.0	4.0	4.0	12.0	0.0
24	12.925	0.6302380952380953	2.9	2.9	0.7272727272727273	46.0	0.5444451683582118	6.0	19.0	2.0	1.0	4.0	0.0	4.0	3.0	1.0	26.0	11.0	7.0	5.0	14.0	12.0	6.0	5.0	10.0	0.0
25	12.863636363636363	0.39220779220779217	2.090909090909091	2.090909090909091	0.6363636363636364	43.0	0.5034581050972587	4.0	34.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	74.0	2.0	4.0	10.0	25.0	3.0	1.0	6.0	11.0	0.0
26	11.040000000000001	0.6514285714285715	3.2	3.2	0.7272727272727273	46.0	0.5652497554045541	6.0	11.0	0.0	3.0	2.0	0.0	6.0	4.0	1.0	31.0	9.0	3.0	5.0	14.0	16.0	6.0	9.0	10.0	0.0
27	14.697222222222218	0.49603174603174605	2.9166666666666665	2.9166666666666665	0.625	58.0	0.506912092322309	6.5	37.0	5.0	1.0	2.0	2.0	5.0	2.0	0.0	75.0	14.0	12.0	13.0	24.0	12.0	9.0	7.0	12.0	0.0
28	9.613888888888889	0.5577380952380951	3.75	3.75	0.75	78.0	0.6055731074481074	8.5	20.0	7.0	1.0	6.0	7.0	8.0	10.0	1.0	62.0	22.0	9.0	15.0	25.0	13.0	9.0	5.0	12.0	0.0
29	16.722222222222225	0.460515873015873	3.25	3.25	0.5882352941176471	58.0	0.4896354315482058	7.0	26.0	5.0	3.0	4.0	5.0	4.0	3.0	1.0	73.0	22.0	7.0	13.0	29.0	12.0	8.0	5.0	12.0	0.0
30	16.694444444444446	0.685515873015873	3.1666666666666665	3.1666666666666665	0.7142857142857143	58.0	0.505732808209308	7.5	36.0	3.0	1.0	7.0	7.0	6.0	1.0	1.0	67.0	13.0	9.0	10.0	32.0	13.0	7.0	7.0	12.0	0.0
31	18.641666666666666	0.5933333333333334	2.4	2.4	0.5714285714285714	46.0	0.4582464180951934	5.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	6.0	8.0	29.0	0.0	0.0	15.0	10.0	0.0
32	7.746969696969697	0.4454545454545454	2.272727272727273	2.272727272727273	1.0	43.0	0.6739930359495576	4.0	33.0	0.0	0.0	3.0	1.0	2.0	0.0	1.0	68.0	10.0	6.0	7.0	21.0	8.0	0.0	5.0	11.0	0.0
33	9.833333333333334	0.7583333333333332	2.375	2.375	0.75	34.0	0.5670801012712777	5.5	4.0	3.0	0.0	1.0	2.0	1.0	0.0	0.0	14.0	2.0	2.0	5.0	9.0	4.0	2.0	7.0	8.0	0.0
34	4.071428571428571	0.5523809523809524	2.2857142857142856	2.2857142857142856	0.8	34.0	0.6814935064935065	5.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	8.0	3.0	1.0	3.0	6.0	4.0	0.0	1.0	7.0	0.0
35	11.625	0.6845238095238096	2.5833333333333335	2.5833333333333335	0.75	58.0	0.5777380952380953	4.0	52.0	1.0	0.0	5.0	0.0	3.0	2.0	2.0	77.0	17.0	7.0	9.0	25.0	11.0	4.0	5.0	12.0	0.0
36	11.270833333333332	0.6666666666666666	2.375	2.375	0.75	34.0	0.5452051012712777	5.0	3.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	17.0	3.0	1.0	2.0	11.0	4.0	5.0	5.0	8.0	0.0
37	13.25	0.6647619047619047	2.2	2.2	0.7777777777777777	43.0	0.5232169065502399	4.0	27.0	1.0	0.0	3.0	1.0	1.0	1.0	0.0	41.0	6.0	3.0	4.0	15.0	6.0	5.0	6.0	10.0	0.0
38	7.777777777777778	0.5925925925925927	2.0	2.0	0.7142857142857143	34.0	0.5696849446849446	4.0	13.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	32.0	2.0	3.0	5.0	16.0	2.0	0.0	6.0	9.0	0.0
39	9.983333333333334	0.5280952380952381	2.8	2.8	0.6666666666666666	43.0	0.5618488529014846	6.0	15.0	1.0	1.0	1.0	2.0	6.0	3.0	0.0	36.0	14.0	3.0	4.0	14.0	11.0	6.0	3.0	10.0	0.0
40	13.433333333333332	0.3633333333333334	2.2	2.2	0.5714285714285714	43.0	0.48312767212148017	4.5	21.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	46.0	7.0	4.0	5.0	19.0	7.0	3.0	2.0	10.0	0.0
41	10.966666666666665	0.5766666666666665	2.6	2.6	0.6153846153846154	46.0	0.531888124870581	5.5	15.0	1.0	0.0	3.0	1.0	3.0	3.0	0.0	43.0	8.0	2.0	4.0	20.0	7.0	4.0	6.0	10.0	0.0
42	15.9375	0.49126984126984125	2.6666666666666665	2.6666666666666665	0.6428571428571428	58.0	0.4995436507936508	5.5	44.0	3.0	0.0	1.0	4.0	3.0	4.0	0.0	90.0	14.0	4.0	6.0	20.0	16.0	4.0	7.0	12.0	0.0
43	6.3125	0.45416666666666666	1.875	1.875	0.7142857142857143	25.0	0.5890855176569463	4.0	10.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	16.0	4.0	3.0	3.0	10.0	3.0	1.0	2.0	8.0	0.0
44	5.208333333333333	0.4625	2.0	2.0	0.8	34.0	0.6755208333333333	4.5	6.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	19.0	5.0	2.0	3.0	10.0	3.0	0.0	4.0	8.0	0.0
45	5.4444444444444455	0.31481481481481477	2.2222222222222223	2.2222222222222223	0.8	34.0	0.6476579520697169	5.0	15.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	24.0	14.0	3.0	3.0	9.0	7.0	0.0	1.0	9.0	0.0
46	12.516666666666666	0.32999999999999996	1.9	1.9	0.6	34.0	0.48700632700632696	3.5	27.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	45.0	10.0	4.0	6.0	20.0	2.0	1.0	2.0	10.0	0.0
47	17.125	0.3281746031746032	2.75	2.75	0.5882352941176471	58.0	0.47961826907681	5.5	42.0	1.0	0.0	2.0	1.0	4.0	3.0	0.0	73.0	16.0	8.0	13.0	34.0	13.0	8.0	2.0	12.0	0.0
48	10.053030303030303	0.7344155844155845	3.4545454545454546	3.4545454545454546	0.75	58.0	0.5855242796419267	8.0	14.0	5.0	4.0	5.0	6.0	13.0	1.0	0.0	41.0	12.0	9.0	12.0	26.0	5.0	3.0	9.0	11.0	0.0
49	6.277777777777778	0.4962962962962963	2.111111111111111	2.111111111111111	1.0	34.0	0.6476579520697168	4.0	11.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	37.0	6.0	2.0	2.0	10.0	6.0	1.0	2.0	9.0	0.0
50	18.963333333333335	0.6723809523809524	2.7	2.7	0.6666666666666666	43.0	0.4854175293305728	6.0	7.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	41.0	2.0	8.0	11.0	23.0	3.0	0.0	17.0	10.0	0.0
51	9.891666666666666	0.44666666666666666	2.7	2.7	0.7	43.0	0.5682983682983683	5.5	20.0	0.0	3.0	2.0	0.0	1.0	5.0	1.0	34.0	16.0	3.0	4.0	12.0	14.0	4.0	1.0	10.0	0.0
52	9.818181818181818	0.5326839826839826	3.272727272727273	3.272727272727273	0.6666666666666666	58.0	0.584143129597675	6.0	17.0	2.0	3.0	9.0	0.0	3.0	7.0	2.0	55.0	17.0	2.0	8.0	18.0	11.0	6.0	5.0	11.0	0.0
53	11.033333333333335	0.549047619047619	2.9	2.9	0.7272727272727273	46.0	0.5451340816046699	6.0	12.0	3.0	2.0	3.0	2.0	4.0	1.0	1.0	39.0	11.0	3.0	7.0	9.0	12.0	7.0	4.0	10.0	0.0
54	9.37037037037037	0.6994708994708995	2.2222222222222223	2.2222222222222223	0.8333333333333334	34.0	0.577963865244567	5.0	14.0	2.0	0.0	2.0	0.0	3.0	2.0	0.0	25.0	9.0	4.0	5.0	11.0	3.0	0.0	4.0	9.0	0.0
55	12.875	0.446031746031746	2.6666666666666665	2.6666666666666665	0.6	58.0	0.5182843751535701	6.5	38.0	4.0	1.0	2.0	1.0	2.0	0.0	0.0	81.0	7.0	9.0	12.0	42.0	4.0	2.0	15.0	12.0	0.0
56	10.966666666666667	0.4666666666666666	2.5	2.5	0.7777777777777777	46.0	0.5467643059554824	5.0	20.0	0.0	2.0	0.0	1.0	3.0	3.0	0.0	43.0	7.0	4.0	3.0	12.0	13.0	6.0	3.0	10.0	0.0
57	7.333333333333333	0.6555555555555556	2.6666666666666665	2.6666666666666665	0.8333333333333334	34.0	0.6197971781305115	5.0	4.0	0.0	0.0	3.0	2.0	2.0	3.0	1.0	29.0	12.0	1.0	5.0	12.0	5.0	2.0	3.0	9.0	0.0
58	7.018518518518518	0.30370370370370364	2.0	2.0	0.8	34.0	0.5838864838864839	4.0	14.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	31.0	8.0	3.0	4.0	11.0	5.0	4.0	0.0	9.0	0.0
59	2.5833333333333335	0.8222222222222221	2.1666666666666665	2.1666666666666665	1.0	25.0	0.7930555555555555	5.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	6.0	0.0	1.0	2.0	6.0	0.0
60	10.083333333333332	0.6000000000000001	2.5	2.5	0.75	34.0	0.5519157925407926	6.0	3.0	3.0	0.0	2.0	0.0	2.0	1.0	0.0	9.0	4.0	4.0	6.0	13.0	2.0	0.0	7.0	8.0	0.0
61	12.558333333333334	0.6228571428571429	2.9	2.9	0.8	43.0	0.5496425452772202	6.0	14.0	4.0	0.0	3.0	2.0	1.0	7.0	0.0	31.0	11.0	8.0	7.0	18.0	5.0	4.0	5.0	10.0	0.0
62	5.583333333333334	0.5916666666666667	2.625	2.625	1.0	34.0	0.6821164946164946	6.0	3.0	1.0	0.0	1.0	3.0	4.0	3.0	1.0	16.0	7.0	4.0	1.0	6.0	6.0	0.0	0.0	8.0	0.0
63	4.324999999999999	0.6541666666666667	2.375	2.375	1.0	34.0	0.727724358974359	5.0	3.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	13.0	3.0	5.0	2.0	13.0	5.0	0.0	7.0	8.0	0.0
64	10.95	0.5128571428571429	2.2	2.2	0.6363636363636364	43.0	0.5181408052731582	5.0	19.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	49.0	5.0	4.0	7.0	16.0	6.0	2.0	5.0	10.0	0.0
65	6.604166666666667	0.7041666666666667	2.625	2.625	0.6666666666666666	34.0	0.6107954545454546	6.0	2.0	2.0	0.0	0.0	0.0	5.0	2.0	0.0	12.0	3.0	3.0	5.0	10.0	5.0	1.0	6.0	8.0	0.0
66	12.1	0.5956349206349206	3.3333333333333335	3.3333333333333335	0.6923076923076923	58.0	0.5669980275478996	7.5	27.0	2.0	3.0	7.0	7.0	9.0	2.0	1.0	77.0	16.0	5.0	12.0	25.0	13.0	5.0	9.0	12.0	0.0
67	9.816666666666666	0.4633333333333334	2.2	2.2	0.6666666666666666	34.0	0.5360173160173161	4.5	19.0	3.0	0.0	0.0	1.0	2.0	1.0	0.0	47.0	6.0	5.0	10.0	17.0	5.0	0.0	4.0	10.0	0.0
68	10.133333333333333	0.45999999999999996	2.8	2.8	0.7272727272727273	43.0	0.559338030390662	6.5	12.0	3.0	1.0	2.0	2.0	4.0	1.0	0.0	38.0	5.0	4.0	7.0	19.0	8.0	7.0	7.0	10.0	0.0
69	4.583333333333334	0.5916666666666666	2.875	2.875	0.8333333333333334	34.0	0.6860847485847487	6.0	1.0	0.0	0.0	1.0	0.0	3.0	8.0	0.0	14.0	8.0	1.0	3.0	7.0	8.0	0.0	2.0	8.0	0.0
70	3.611111111111111	0.6666666666666666	2.1666666666666665	2.1666666666666665	1.0	25.0	0.7583333333333333	4.5	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	4.0	3.0	0.0	0.0	5.0	1.0	0.0	1.0	6.0	0.0
71	7.873611111111111	0.6409391534391534	4.166666666666667	4.166666666666667	0.8888888888888888	78.0	0.6739201702436995	8.5	19.0	2.0	3.0	3.0	2.0	15.0	18.0	3.0	54.0	23.0	9.0	9.0	22.0	22.0	4.0	12.0	12.0	0.0
72	4.5	0.6095238095238095	2.0	2.0	1.0	25.0	0.7886054421768708	4.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	12.0	4.0	0.0	1.0	8.0	1.0	0.0	4.0	7.0	0.0
73	10.363636363636362	0.3939393939393939	2.727272727272727	2.727272727272727	0.6153846153846154	58.0	0.552171358053711	5.0	25.0	5.0	2.0	1.0	1.0	4.0	1.0	0.0	58.0	4.0	8.0	13.0	19.0	15.0	5.0	4.0	11.0	0.0
74	10.733333333333334	0.45	2.0	2.0	0.6666666666666666	34.0	0.5008329089211442	4.5	25.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	52.0	4.0	2.0	2.0	16.0	3.0	6.0	6.0	10.0	0.0
75	8.93181818181818	0.6744588744588745	3.3636363636363638	3.3636363636363638	0.6	58.0	0.5652820218996689	7.0	11.0	7.0	1.0	2.0	2.0	6.0	1.0	0.0	42.0	7.0	6.0	11.0	34.0	10.0	5.0	20.0	11.0	0.0
76	8.548484848484847	0.5393939393939393	3.272727272727273	3.272727272727273	0.7272727272727273	58.0	0.5951987406532862	7.0	15.0	2.0	2.0	3.0	5.0	5.0	7.0	0.0	55.0	21.0	1.0	5.0	18.0	12.0	8.0	6.0	11.0	0.0
77	6.229166666666667	0.6208333333333332	1.75	1.75	0.75	25.0	0.6188762626262626	3.0	8.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	2.0	1.0	2.0	5.0	7.0	1.0	2.0	8.0	0.0
78	7.555555555555555	0.4629629629629629	2.2222222222222223	2.2222222222222223	1.0	34.0	0.6785774410774411	5.0	13.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	28.0	4.0	3.0	3.0	13.0	6.0	5.0	4.0	9.0	0.0
79	15.450000000000003	0.4128571428571428	2.3	2.3	0.6153846153846154	43.0	0.47448765201087173	5.0	17.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	42.0	8.0	6.0	8.0	23.0	3.0	1.0	8.0	10.0	0.0
80	9.166666666666666	0.5222222222222223	2.5555555555555554	2.5555555555555554	0.7	34.0	0.5560865060865061	5.0	7.0	1.0	0.0	1.0	0.0	4.0	3.0	0.0	28.0	6.0	2.0	3.0	14.0	6.0	5.0	4.0	9.0	0.0
81	11.277777777777779	0.4444444444444444	2.0	2.0	0.6666666666666666	34.0	0.5066872941872941	5.0	13.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	33.0	4.0	3.0	5.0	13.0	4.0	2.0	2.0	9.0	0.0
82	8.758333333333335	0.5673809523809523	2.9	2.9	0.7272727272727273	43.0	0.5775940777488765	6.0	8.0	8.0	0.0	2.0	2.0	3.0	1.0	0.0	33.0	2.0	7.0	11.0	27.0	3.0	2.0	11.0	10.0	0.0
83	5.5625	0.5625	2.25	2.25	0.8	34.0	0.6657563025210084	4.5	2.0	3.0	0.0	1.0	1.0	2.0	1.0	0.0	23.0	2.0	1.0	3.0	8.0	4.0	0.0	5.0	8.0	0.0
84	12.183333333333334	0.5371428571428571	2.4	2.4	0.6153846153846154	46.0	0.5131723235559553	5.5	13.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	7.0	14.0	26.0	0.0	0.0	13.0	10.0	0.0
85	8.469696969696969	0.49480519480519475	3.3636363636363638	3.3636363636363638	0.6923076923076923	58.0	0.5870977062153533	7.0	13.0	4.0	3.0	3.0	2.0	8.0	2.0	0.0	49.0	12.0	7.0	8.0	18.0	16.0	12.0	8.0	11.0	0.0
86	8.931818181818182	0.569047619047619	3.4545454545454546	3.4545454545454546	0.8888888888888888	58.0	0.6217973945246672	8.0	13.0	5.0	3.0	6.0	8.0	4.0	4.0	0.0	51.0	11.0	7.0	7.0	16.0	12.0	8.0	10.0	11.0	0.0
87	8.35	0.5538095238095239	3.1	3.1	0.7777777777777777	43.0	0.6387410227989938	8.0	21.0	0.0	1.0	1.0	1.0	2.0	9.0	5.0	26.0	23.0	2.0	3.0	7.0	10.0	8.0	1.0	10.0	0.0
88	4.214285714285714	0.4047619047619047	2.0	2.0	1.0	25.0	0.7060701203558347	5.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	9.0	4.0	2.0	2.0	4.0	5.0	1.0	2.0	7.0	0.0
89	5.888888888888889	0.5740740740740741	2.6666666666666665	2.6666666666666665	0.8571428571428571	34.0	0.6592261904761905	6.0	10.0	1.0	1.0	0.0	4.0	0.0	5.0	1.0	25.0	9.0	3.0	2.0	8.0	10.0	4.0	1.0	9.0	0.0
90	12.212121212121211	0.46298701298701295	2.6363636363636362	2.6363636363636362	0.75	46.0	0.5372690811861935	5.0	27.0	3.0	3.0	0.0	1.0	3.0	3.0	0.0	62.0	5.0	6.0	7.0	24.0	9.0	6.0	6.0	11.0	0.0
91	13.018055555555557	0.4929232804232804	2.9166666666666665	2.9166666666666665	0.6923076923076923	58.0	0.529199885082238	5.5	40.0	4.0	1.0	3.0	2.0	6.0	2.0	0.0	75.0	14.0	7.0	10.0	25.0	14.0	5.0	12.0	12.0	0.0
92	16.568055555555556	0.3682539682539683	2.8333333333333335	2.8333333333333335	0.6428571428571428	58.0	0.4945445010748215	5.0	48.0	0.0	5.0	2.0	0.0	1.0	5.0	0.0	69.0	17.0	7.0	10.0	22.0	21.0	9.0	4.0	12.0	0.0
93	8.783333333333335	0.4999999999999999	2.8	2.8	0.6666666666666666	46.0	0.5588170652876536	6.0	8.0	3.0	0.0	2.0	1.0	3.0	1.0	0.0	38.0	5.0	6.0	8.0	25.0	7.0	4.0	9.0	10.0	0.0
94	13.0	0.4407407407407407	2.0	2.0	0.5833333333333334	34.0	0.48956552706552703	4.0	12.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	31.0	3.0	3.0	5.0	20.0	1.0	0.0	4.0	9.0	0.0
95	4.5	0.6714285714285714	2.2857142857142856	2.2857142857142856	0.8333333333333334	25.0	0.6646524771524772	5.0	4.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	6.0	4.0	1.0	0.0	5.0	3.0	3.0	2.0	7.0	0.0
96	8.727272727272727	0.3424242424242424	2.4545454545454546	2.4545454545454546	0.75	43.0	0.5852260180011377	5.0	30.0	3.0	3.0	4.0	0.0	2.0	1.0	1.0	67.0	16.0	4.0	8.0	14.0	7.0	5.0	0.0	11.0	0.0
97	10.558333333333332	0.7109523809523809	2.5	2.5	0.7777777777777777	43.0	0.5467953829795935	4.5	16.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	52.0	4.0	2.0	7.0	7.0	10.0	5.0	4.0	10.0	0.0
98	10.840277777777779	0.5007936507936509	3.25	3.25	0.8	58.0	0.581806193080703	8.0	33.0	2.0	3.0	5.0	4.0	6.0	8.0	0.0	74.0	19.0	6.0	13.0	19.0	16.0	8.0	4.0	12.0	0.0
99	10.133333333333333	0.5682539682539682	2.5555555555555554	2.5555555555555554	0.5833333333333334	34.0	0.5462013295346629	6.0	10.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	14.0	7.0	5.0	5.0	23.0	6.0	0.0	6.0	9.0	0.0
100	8.833809523809524	0.7233333333333334	3.2	3.2	0.7272727272727273	46.0	0.6052758352758353	8.0	12.0	2.0	4.0	2.0	1.0	9.0	3.0	1.0	32.0	8.0	5.0	4.0	12.0	9.0	10.0	6.0	10.0	0.0
101	10.587878787878786	0.6578643578643578	3.272727272727273	3.272727272727273	0.75	58.0	0.5764284512279163	7.0	15.0	9.0	1.0	1.0	4.0	4.0	5.0	0.0	52.0	6.0	7.0	9.0	20.0	12.0	6.0	14.0	11.0	0.0
102	7.625000000000001	0.8250000000000001	2.625	2.625	0.8571428571428571	34.0	0.6191204628704629	6.0	3.0	2.0	1.0	0.0	2.0	4.0	2.0	0.0	14.0	2.0	2.0	3.0	9.0	3.0	1.0	8.0	8.0	0.0
103	13.533333333333331	0.31999999999999995	1.9	1.9	0.6666666666666666	34.0	0.48022141257435386	3.0	28.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	46.0	0.0	5.0	11.0	18.0	6.0	0.0	3.0	10.0	0.0
104	9.729166666666664	0.35	2.0	2.0	0.8333333333333334	25.0	0.5550942113442113	4.0	6.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	20.0	2.0	2.0	3.0	10.0	4.0	3.0	3.0	8.0	0.0
105	7.814814814814814	0.4661375661375662	2.6666666666666665	2.6666666666666665	0.75	34.0	0.5984373651040318	6.0	9.0	2.0	2.0	3.0	2.0	1.0	3.0	0.0	24.0	5.0	2.0	8.0	8.0	10.0	4.0	1.0	9.0	0.0
106	8.031944444444443	0.5499999999999999	2.8333333333333335	2.8333333333333335	1.0	58.0	0.6855771744358701	5.5	44.0	0.0	2.0	2.0	4.0	5.0	4.0	1.0	78.0	26.0	4.0	5.0	21.0	11.0	7.0	6.0	12.0	0.0
107	13.336666666666668	0.3933333333333333	2.6	2.6	0.6666666666666666	43.0	0.5123356164034586	5.0	15.0	3.0	0.0	2.0	2.0	2.0	0.0	1.0	37.0	8.0	6.0	9.0	19.0	8.0	7.0	1.0	10.0	0.0
108	6.6375	0.5791666666666666	2.625	2.625	0.6666666666666666	34.0	0.6009469696969698	5.0	2.0	3.0	1.0	3.0	1.0	2.0	2.0	0.0	12.0	3.0	2.0	5.0	13.0	2.0	1.0	4.0	8.0	0.0
109	8.9375	0.5125	2.125	2.125	0.8333333333333334	34.0	0.5673076923076923	4.5	7.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	4.0	2.0	1.0	11.0	6.0	3.0	2.0	8.0	0.0
