cube11_cluster1	['cube15_cluster1', 'cube16_cluster1', 'cube17_cluster0', 'cube17_cluster1']
cube12_cluster0	['cube13_cluster0', 'cube14_cluster0', 'cube14_cluster1', 'cube18_cluster0', 'cube18_cluster1', 'cube19_cluster0', 'cube19_cluster1', 'cube20_cluster0', 'cube27_cluster0', 'cube28_cluster0', 'cube29_cluster0']
cube12_cluster1	['cube13_cluster0', 'cube13_cluster1', 'cube14_cluster1', 'cube18_cluster0', 'cube18_cluster1', 'cube19_cluster0', 'cube19_cluster1', 'cube20_cluster1', 'cube27_cluster1', 'cube28_cluster1']
cube13_cluster0	['cube14_cluster0', 'cube14_cluster1', 'cube18_cluster0', 'cube18_cluster1', 'cube19_cluster0', 'cube19_cluster1', 'cube20_cluster0', 'cube27_cluster0', 'cube27_cluster1', 'cube28_cluster0', 'cube28_cluster1', 'cube29_cluster0']
cube13_cluster1	['cube14_cluster0', 'cube14_cluster1', 'cube15_cluster0', 'cube18_cluster0', 'cube19_cluster0', 'cube20_cluster0', 'cube20_cluster1', 'cube21_cluster0', 'cube21_cluster1']
cube14_cluster0	['cube15_cluster0', 'cube16_cluster0', 'cube18_cluster1', 'cube19_cluster0', 'cube19_cluster1', 'cube20_cluster0', 'cube20_cluster1', 'cube21_cluster0', 'cube21_cluster1', 'cube27_cluster0', 'cube28_cluster0', 'cube29_cluster0']
cube14_cluster1	['cube15_cluster0', 'cube18_cluster0', 'cube19_cluster0', 'cube20_cluster1']
cube15_cluster0	['cube16_cluster0', 'cube19_cluster0', 'cube20_cluster0', 'cube20_cluster1', 'cube21_cluster0', 'cube21_cluster1']
cube15_cluster1	['cube16_cluster0', 'cube16_cluster1', 'cube17_cluster0', 'cube17_cluster1']
cube16_cluster0	['cube20_cluster1', 'cube21_cluster1']
cube16_cluster1	['cube17_cluster0', 'cube17_cluster1']
cube18_cluster0	['cube19_cluster0', 'cube20_cluster1', 'cube27_cluster1', 'cube28_cluster1', 'cube35_cluster0', 'cube36_cluster0']
cube18_cluster1	['cube19_cluster1', 'cube20_cluster0', 'cube27_cluster0', 'cube27_cluster1', 'cube28_cluster0', 'cube28_cluster1', 'cube29_cluster0', 'cube29_cluster1', 'cube35_cluster1', 'cube36_cluster1']
cube19_cluster0	['cube20_cluster0', 'cube20_cluster1', 'cube21_cluster0', 'cube21_cluster1', 'cube27_cluster1', 'cube28_cluster1', 'cube35_cluster0', 'cube36_cluster0']
cube19_cluster1	['cube20_cluster0', 'cube27_cluster0', 'cube27_cluster1', 'cube28_cluster0', 'cube28_cluster1', 'cube29_cluster0', 'cube29_cluster1', 'cube35_cluster1', 'cube36_cluster1']
cube20_cluster0	['cube21_cluster1', 'cube27_cluster0', 'cube28_cluster0', 'cube29_cluster0', 'cube29_cluster1']
cube20_cluster1	['cube21_cluster0', 'cube21_cluster1']
cube23_cluster0	['cube24_cluster1', 'cube25_cluster0', 'cube31_cluster0', 'cube32_cluster1', 'cube33_cluster1', 'cube40_cluster0', 'cube41_cluster0', 'cube42_cluster0']
cube23_cluster1	['cube24_cluster1', 'cube25_cluster0', 'cube31_cluster0', 'cube32_cluster1', 'cube33_cluster1', 'cube40_cluster0', 'cube41_cluster0', 'cube42_cluster0']
cube24_cluster0	['cube25_cluster0', 'cube26_cluster0', 'cube32_cluster0', 'cube33_cluster1', 'cube34_cluster0', 'cube41_cluster0', 'cube42_cluster0', 'cube43_cluster1']
cube24_cluster1	['cube25_cluster0', 'cube31_cluster0', 'cube32_cluster1', 'cube33_cluster1', 'cube40_cluster0', 'cube41_cluster0', 'cube42_cluster0']
